SMM-ID,lat,long,name,city,municipality,country,rank,reference,eary_preclassic_2000bc_1000_bc,middle_preclassic_1000bc_400bc,late_preclassic_400bc_100ad,early_classic_250ad_600ad,late_classic_600ad_800ad,terminal_classic_800ad_900ad,early_postclassic_900ad_1200ad,late_postclassic_1200ad_1519ad,post_conquest_1520ad_1697ad,time_check_01,time_check_02,time_no_data_found
4973,-93.59604868,18.03391433,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4974,-93.58736346,18.14337011,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4975,-93.59803271,18.0384297,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4976,-93.54872236,18.19208685,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4977,-93.53703224,18.12708302,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4978,-93.57378108,18.11938046,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4979,-93.58554071,18.14154736,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4980,-93.57113517,18.10356376,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4981,-93.57757741,18.20544447,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4982,-93.54509116,18.19649616,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4983,-93.55164028,18.16731689,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4984,-93.52072413,18.03432482,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4985,-93.15520266,18.41908472,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4986,-93.13594049,18.41988127,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4987,-93.13590428,18.42219853,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4988,-93.13554221,18.41705712,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4989,-93.1472371,18.42129335,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4990,-93.13423876,18.42060542,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4991,-93.15400782,18.42067783,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4992,-93.11414382,18.4220537,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4993,-93.13481807,18.42241577,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4994,-93.15114746,18.41893989,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4995,-93.1319215,18.41836058,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4996,-93.1390905,18.42223473,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4997,-93.1329353,18.41741919,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4998,-93.14050258,18.41839678,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
4999,-93.15404403,18.41980886,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5000,-93.13434738,18.41893989,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5001,-93.15545611,18.42100369,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5002,-93.13322496,18.41872265,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5003,-93.14647675,18.41832437,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5004,-93.13336979,18.42234336,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5005,-93.15310265,18.42129335,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5006,-93.13460083,18.41788988,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5007,-93.15621645,18.42020714,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5008,-93.11294899,18.42208991,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5009,-93.14615089,18.42038817,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5010,-93.44507138,18.01031869,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5011,-93.08114139,18.41040136,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5012,-93.44618305,18.02673216,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5013,-93.10411462,18.414011,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5014,-93.10888668,18.41450044,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5015,-93.10913141,18.42129146,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5016,-93.10971262,18.41811008,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5017,-93.1106668,18.4141663,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5018,-93.11109035,18.42188444,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5019,-93.1121414,18.4219315,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5020,-93.13699049,18.42227094,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5021,-93.14698365,18.42071404,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5022,-93.13677325,18.42132956,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5023,-93.14437674,18.41962782,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5024,-93.14448536,18.42107611,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5025,-93.14361639,18.42049679,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5026,-93.14586123,18.42143818,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5027,-93.1436526,18.42172784,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5028,-93.14187845,18.41883127,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5029,-93.14043017,18.41734678,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5030,-93.13731636,18.41832437,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5031,-93.13709912,18.41716574,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5032,-93.09649766,18.41792654,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5033,-93.18391068,18.42745813,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5034,-93.36418093,18.11179138,,Cunduacan,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5035,-93.31878216,18.18508767,,Comalcalco,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5036,-93.39389021,18.07649765,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5037,-93.42255705,18.07203009,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5038,-93.38875251,18.06510537,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5039,-93.4014106,18.08982587,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5040,-93.44883969,18.19643186,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5041,-93.41109031,18.11901393,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5042,-93.44535356,18.20575055,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5043,-93.39493758,18.17668255,,Comalcalco,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5044,-93.35240262,18.15817433,,Cunduacan,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5045,-93.29806653,18.17956916,,Cunduacan,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5046,-93.36089263,18.15087291,,Cunduacan,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5047,-93.32200837,18.2066523,,Comalcalco,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5048,-93.34628981,18.14815611,,Cunduacan,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5049,-93.37877496,18.11484421,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5050,-93.48946646,18.18624165,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5051,-93.05073475,18.38231957,,Jalpa De Mendez,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5052,-93.15838888,18.42194508,,Paraiso,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5053,-93.47273234,18.03294443,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5054,-93.42918105,18.04098769,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5055,-93.4142062,18.05694342,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5056,-93.50307439,18.02800264,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5057,-93.47357777,18.16726908,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5058,-93.42530834,18.18047613,,Comalcalco,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5059,-93.47042685,18.16619643,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5060,-93.41793384,18.16505673,,Comalcalco,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5061,-93.42041435,18.15875489,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5062,-93.43972213,18.20219738,,Comalcalco,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5063,-93.42678324,18.20957188,,Comalcalco,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5064,-93.43657121,18.19830901,,Comalcalco,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5065,-93.42963879,18.03830661,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5066,-93.28643741,18.02079492,,Cunduacan,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5067,-93.44112999,18.16257622,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5068,-93.32930978,18.17778626,,Cunduacan,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5069,-93.2738329,18.17618799,,Cunduacan,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5070,-93.28056721,18.16551228,,Cunduacan,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5071,-93.37373192,18.12459921,,Cunduacan,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5072,-93.32374566,18.09564607,,Cunduacan,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5073,-93.46902366,18.13822609,,Cardenas,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5074,-93.29113027,18.02149885,,Cunduacan,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5075,-93.2580456,18.06455586,,Cunduacan,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5076,-93.31588512,18.0903666,,Cunduacan,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5077,-93.28913581,18.02079492,,Cunduacan,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5078,-93.37192965,18.17082445,,Cunduacan,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5079,-93.30035884,18.17600335,,Cunduacan,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5080,-93.33686589,18.13465699,,Cunduacan,Tabasco,Mexico,4,Ref. West et al 1969,,,,,,,,,,,,
5081,-89.47499855,20.99275035,,Tixpehual,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5082,-89.69980611,20.71485952,,Uman,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5083,-89.67892368,20.72782651,,Abala,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5084,-89.51350008,20.88021843,,Kanasin,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5085,-89.6720336,20.71800186,,Abala,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5086,-89.4497402,20.85856907,,Acanceh,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5087,-89.52603913,20.94053194,,Kanasin,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5088,-89.68949295,20.7285644,,Abala,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5089,-89.49203096,20.9762483,,Tixpehual,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5090,-89.64672979,20.69762609,,Merida,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5091,-89.65794159,20.68029808,,Abala,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5092,-89.64640085,20.67866993,,Abala,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5093,-89.65105529,20.67047215,,Abala,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5094,-89.68206201,20.68805028,,Abala,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5095,-89.65235925,20.74539361,,Merida,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5096,-89.64513865,20.7716893,,Merida,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5097,-89.64690073,20.76263305,,Merida,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5098,-89.37091431,20.85516444,,Seye,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5099,-89.42554178,20.84717465,,Acanceh,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5100,-89.47219994,20.93951501,,Tixpehual,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5101,-89.49722788,20.94185927,,Kanasin,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5102,-89.51629129,20.87475955,,Kanasin,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5103,-89.6487256,20.75718747,,Merida,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5104,-89.61551196,20.77936671,,Merida,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5105,-89.59396188,20.8103936,,Merida,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5106,-89.69544337,20.52170876,,Muna,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5107,-89.6312596,20.80169881,,Merida,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5108,-89.50731832,20.97060611,,Tixpehual,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5109,-89.69608078,20.72123814,,Uman,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5110,-89.41234178,20.8627126,,Acanceh,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5111,-89.69229129,20.72400617,,Uman,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5112,-89.50508031,20.95167674,,Kanasin,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5113,-89.56658096,20.83789422,,Merida,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5114,-89.58630965,20.98026007,,Merida,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5115,-89.72355607,20.7551142,,Uman,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5116,-89.62976027,20.88117799,,Merida,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5117,-89.46614047,20.86284841,,Acanceh,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5118,-89.6249249,20.9345239,,Merida,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5119,-89.72082985,20.71001392,,Chochola,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5120,-88.93331173,21.19215111,,Temax,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5121,-89.51273472,20.83417812,,Kanasin,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5122,-89.61462824,20.89495389,,Merida,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5123,-89.5821286,20.84849568,,Merida,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5124,-89.54492584,20.80661396,,Timucuy,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5125,-89.56903263,20.81257499,,Timucuy,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5126,-89.52816818,20.72288555,,Tecoh,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5127,-89.55327698,20.78933361,,Timucuy,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5128,-89.55763531,20.76308298,,Timucuy,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5129,-89.51181947,20.83690047,,Timucuy,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5130,-89.52670293,20.63441504,,Timucuy,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5131,-89.69077854,20.63825522,,Abala,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5132,-89.71933175,20.57189727,,Sacalum,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5133,-89.56615783,20.98237087,,Merida,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5134,-89.61117778,20.63857527,,Abala,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5135,-89.63190046,20.61659017,,Abala,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5136,-89.64348804,20.50986782,,Muna,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5137,-89.58514666,20.96853973,,Merida,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5138,-89.52280141,20.97669819,,Merida,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5139,-89.58616879,20.9161545,,Kanasin,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5140,-89.49896873,20.69802854,,Tecoh,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5141,-89.32758377,21.09687478,,Motul,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5142,-89.20592953,21.00367564,,Cacalchen,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5143,-89.31964932,21.08163173,,Motul,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5144,-89.53074334,20.87725512,,Kanasin,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5145,-89.62545411,20.5200741,,Sacalum,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5146,-89.93917695,20.58906522,,Opichen,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5147,-89.75502389,20.74377811,,Chochola,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5148,-89.75352314,20.60747095,,Opichen,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5149,-89.51534086,21.16191376,,Chicxulub Pueblo,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5150,-89.34078454,21.01812849,,Tixkokob,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5151,-89.93619156,20.63335084,,Kopoma,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5152,-89.77990243,20.84449446,,Uman,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5153,-89.92767715,20.58926037,,Opichen,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5154,-89.85662533,20.63468641,,Kopoma,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5155,-89.85120726,20.95887731,,Hunucma,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5156,-89.94993055,20.55006389,,Maxcanu,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5157,-89.95742128,20.54090864,,Maxcanu,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5158,-89.95724767,20.53188415,,Maxcanu,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5159,-89.98378951,20.51698539,,Maxcanu,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5160,-89.99441332,20.52131582,,Maxcanu,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5161,-89.91859246,20.61559416,,Kopoma,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5162,-89.85090852,20.68804616,,Chochola,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5163,-89.95529345,20.62941378,,Kopoma,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5164,-89.96700608,20.6400456,,Kopoma,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5165,-89.95363781,20.64298323,,Kopoma,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5166,-89.96238794,20.64915231,,Maxcanu,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5167,-89.98362698,20.8518965,,Samahil,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5168,-89.9669894,20.83593699,,Samahil,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5169,-89.83688299,20.60431651,,Kopoma,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5170,-89.94424605,20.80202588,,Samahil,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5171,-89.83366724,20.63777339,,Kopoma,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5172,-89.87308447,20.69399706,,Chochola,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5173,-89.88425136,20.67575476,,Kopoma,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5174,-89.89117089,20.6359166,,Kopoma,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5175,-89.89350073,20.60698865,,Kopoma,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5176,-89.87628216,20.6090818,,Kopoma,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5177,-89.84362957,20.91386484,,Hunucma,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5178,-89.95858779,20.79907076,,Samahil,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5179,-89.63336579,20.86757888,,Merida,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5180,-89.98986971,20.53403243,,Maxcanu,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5181,-89.66513377,20.76235101,,Merida,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5182,-89.66340446,20.77321263,,Merida,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5183,-89.67706298,20.7856406,,Merida,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5184,-89.65977129,20.78500667,,Merida,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5185,-89.66767167,20.79752452,,Merida,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5186,-89.6806151,20.76933313,,Merida,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5187,-89.67586045,20.82628935,,Uman,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5188,-89.68357383,20.77380134,,Merida,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5189,-89.6138939,20.85252803,,Merida,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5190,-89.61636872,20.82901433,,Merida,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5191,-89.62585994,20.82254866,,Merida,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5192,-89.50296319,20.93996924,,Kanasin,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5193,-89.50444962,20.91376128,,Kanasin,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5194,-89.38062592,20.9227573,,Seye,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
5195,-89.65045743,20.80140309,,Merida,Yucatan,Mexico,4,Ref. Garza and Kurjack 1980,,,,,,,,,,,,
